epoch,train_loss,train_f1,val_loss,val_f1
1,0.04203555968320771,0.9868129575938337,0.01428826996602368,0.9986044512637192
2,0.011980244437808455,0.996407703639297,0.008868058499835331,0.9963664203661494
3,0.005041285626809683,0.9980041957739113,0.007823777550270142,0.9964649522412111
4,0.008281738825475903,0.9975233246499734,0.010731739123055046,0.9986044512637192
5,0.005523993346064414,0.9979327417691488,0.0064794114696646934,0.9964649522412111
6,0.008151049587151755,0.9976825517357139,0.008580373604668911,0.9964649522412111
7,0.004490166915999437,0.9983987825166759,0.00890502249684639,0.9935536439387572
